Delivery_ID,Rider_ID,Shift_Hour,Cumulative_Deliveries,Has_Elevator,Building_Floor,Traffic_Density,Delay_From_Target_Min,Burnout_Score
feeca158,RIDER_077,7,24,1,8,Medium,4.4,89
e2cab281,RIDER_068,3,3,1,0,Medium,-0.3,39
ea187fa0,RIDER_098,5,14,1,4,High,-4.8,78
22d1e5fc,RIDER_125,6,15,1,9,Medium,0.3,67
1ff92eaf,RIDER_102,6,1,1,0,Medium,-4.6,52
06e0e6ed,RIDER_132,4,10,1,5,Low,-5.2,50
a73dfb08,RIDER_102,6,22,1,8,Low,-0.0,70
8f54bbda,RIDER_019,3,1,0,3,High,2.3,69
594bc83d,RIDER_082,7,15,0,9,Medium,1.1,100
65e36a87,RIDER_141,7,3,1,9,Medium,-4.5,58
8bcbc803,RIDER_023,4,21,0,8,Low,-2.9,100
f8f5a6a7,RIDER_083,2,20,1,2,Medium,2.6,61
a5eaeaf5,RIDER_109,7,23,0,10,Medium,4.5,100
c3fed4c4,RIDER_075,3,22,1,6,Medium,-1.3,64
3b6d98ba,RIDER_129,1,12,0,4,Low,1.9,76
eda3433d,RIDER_088,2,19,1,9,Low,2.8,52
7e32f76e,RIDER_054,9,16,1,0,Low,8.9,85
f1749baf,RIDER_089,8,8,0,6,Medium,8.3,100
950a7003,RIDER_143,6,24,1,7,Low,4.4,74
d118a5f6,RIDER_065,6,14,1,5,Low,-6.2,64
9fb7114d,RIDER_076,1,18,1,0,Medium,7.9,60
d44c089f,RIDER_143,2,23,1,8,Medium,3.9,67
724d2a72,RIDER_149,4,1,1,6,Low,-0.6,31
d21bf1e3,RIDER_147,3,2,1,5,Medium,9.9,55
41fbf709,RIDER_060,1,24,0,3,Low,0.7,70
197a2a1d,RIDER_093,8,12,1,2,Medium,10.6,93
eca3f101,RIDER_049,7,17,1,3,High,-2.5,85
4aada7fc,RIDER_035,4,2,1,0,High,0.3,61
a75c3027,RIDER_102,9,17,1,8,Medium,-6.2,85
3307c32d,RIDER_011,4,21,1,1,Medium,0.1,57
add95c27,RIDER_099,1,7,1,1,Medium,6.8,47
a21cef87,RIDER_110,1,6,0,2,High,-0.2,37
cb48552a,RIDER_074,1,6,1,0,High,-1.3,41
a5b715ac,RIDER_009,1,22,1,9,Medium,7.0,63
14eee70a,RIDER_003,4,8,0,2,Medium,2.6,47
139443d8,RIDER_085,1,5,1,3,Low,2.5,26
72ae445d,RIDER_026,2,15,0,8,Medium,-2.4,100
0f8429a4,RIDER_072,4,7,1,4,Medium,-2.0,48
8421466c,RIDER_048,7,3,0,10,High,1.0,100
05445f12,RIDER_117,2,10,1,5,High,-5.7,56
ee3832fa,RIDER_012,8,3,1,0,Medium,5.2,75
22eb039d,RIDER_133,7,14,1,2,High,4.4,89
a4cf1942,RIDER_048,9,22,1,6,High,3.7,100
8ebfbdb0,RIDER_037,6,3,0,6,High,-3.3,100
043e84cf,RIDER_044,4,1,1,9,Medium,4.8,45
1fb00596,RIDER_015,6,1,1,0,Medium,-1.4,55
9fd01586,RIDER_043,4,19,1,8,Medium,7.0,79
b6b3d85c,RIDER_087,7,4,1,0,Low,0.8,60
f25dc53d,RIDER_070,9,2,0,6,Medium,2.3,100
a098a120,RIDER_046,3,11,1,1,Low,4.5,44
5e7c2ab0,RIDER_108,3,24,0,8,High,3.2,100
c6fc3e15,RIDER_123,2,12,1,8,Medium,-10.8,40
72a63647,RIDER_021,1,13,1,8,High,-4.9,59
d055fe73,RIDER_107,1,16,0,3,Medium,-1.1,66
6f84ac9d,RIDER_080,3,16,1,5,Low,3.6,51
e9a81a88,RIDER_047,7,19,1,1,Low,8.9,81
8fd81afa,RIDER_117,9,23,0,2,Medium,0.8,91
64c24128,RIDER_124,2,20,1,5,High,5.2,80
b52ab327,RIDER_143,7,21,1,0,Medium,4.7,79
88a98dce,RIDER_025,1,20,0,6,Medium,-3.4,92
0acba0e5,RIDER_036,2,9,0,1,Medium,2.0,49
7663d15f,RIDER_051,6,16,1,7,High,-0.4,76
dce96f06,RIDER_015,5,7,1,4,Low,-1.7,52
0ab76c24,RIDER_068,8,13,0,6,High,8.8,100
b620329b,RIDER_021,2,4,1,7,Medium,3.5,39
ce77568f,RIDER_141,1,13,1,2,High,-1.3,56
de1c21b7,RIDER_019,7,8,0,5,Medium,-0.4,92
792d99a2,RIDER_034,6,2,1,8,Low,2.5,46
2f49e800,RIDER_078,8,7,1,3,Medium,3.5,66
e3026038,RIDER_125,8,11,0,9,Low,-5.8,100
78d1b4f8,RIDER_117,2,17,0,6,High,7.3,100
d0c9cb19,RIDER_052,8,24,1,0,Medium,2.8,88
08766c36,RIDER_027,6,14,1,6,Low,-1.7,60
0ffa2a10,RIDER_035,9,13,1,8,Low,11.7,89
1dcf8109,RIDER_136,7,15,0,9,High,3.7,100
540d48bd,RIDER_144,2,22,1,7,High,8.2,76
c76c6a6b,RIDER_106,8,21,0,3,Medium,7.0,100
8b41145b,RIDER_146,9,9,1,2,Medium,10.1,92
944fc677,RIDER_002,7,3,0,6,High,6.2,100
d2b4ef62,RIDER_077,4,13,1,0,Low,5.8,61
5a17b5ce,RIDER_132,9,13,1,7,Low,5.1,80
ab05d460,RIDER_090,4,9,1,0,Medium,7.8,62
ec608f20,RIDER_089,4,18,0,6,High,-0.3,100
d785692a,RIDER_094,9,5,1,5,Medium,3.7,77
d0bb7efb,RIDER_007,8,11,1,9,Low,-0.2,60
ad3b9909,RIDER_095,4,2,1,7,Medium,5.7,53
36a09fa0,RIDER_108,8,17,1,5,Medium,0.8,73
2b8f4565,RIDER_074,8,23,0,4,Medium,1.1,100
b0d13ac0,RIDER_039,7,20,1,8,High,-5.6,91
50ef2980,RIDER_141,6,21,1,3,Medium,10.0,86
cb173868,RIDER_071,8,4,1,6,Low,-3.0,55
cf48ff6d,RIDER_056,7,22,0,5,High,3.7,100
b87ea2ca,RIDER_042,5,18,0,9,Low,4.5,100
252a4ad4,RIDER_036,4,24,1,5,High,7.6,92
f1b7250c,RIDER_084,2,20,1,10,Medium,0.0,57
3f096e48,RIDER_118,8,8,1,4,Medium,-3.4,70
be6b6f04,RIDER_007,9,19,0,1,High,5.8,100
09d618db,RIDER_054,4,12,1,3,Medium,6.7,71
a50f118f,RIDER_129,4,11,1,0,Medium,3.5,59
2fe1a8a0,RIDER_120,5,16,1,8,High,2.2,71
aedc8e28,RIDER_106,2,5,0,8,Low,1.9,84
06c28b2b,RIDER_047,7,3,1,7,Low,-2.4,58
33b8d587,RIDER_123,5,12,0,3,Medium,-7.0,77
4dfe72d7,RIDER_141,6,15,1,4,Low,8.6,74
228e8ebc,RIDER_119,4,16,1,0,Low,2.0,52
a1e01992,RIDER_150,8,13,0,3,High,5.3,100
73d647a4,RIDER_118,8,7,1,3,Medium,0.6,72
5b8c37e8,RIDER_021,5,15,1,4,High,0.6,79
18c556aa,RIDER_137,6,3,0,1,High,0.1,67
dd154cf1,RIDER_026,3,12,1,1,Low,1.2,45
ac580e33,RIDER_009,1,8,1,1,High,6.5,58
976b0df1,RIDER_015,9,12,1,10,High,2.5,94
56b39bab,RIDER_010,9,18,1,7,Low,8.7,94
6630f783,RIDER_122,3,3,0,1,High,-2.5,52
6598f3ad,RIDER_121,4,12,1,5,Medium,1.3,58
fc482699,RIDER_125,7,23,1,1,High,1.8,92
822450e0,RIDER_072,2,21,1,7,High,4.9,73
91f52d6c,RIDER_049,3,23,1,0,Medium,-0.8,69
c4ae1f0d,RIDER_091,6,2,0,1,Medium,6.6,65
771e7c5a,RIDER_037,8,14,0,4,Low,4.5,100
aae78a13,RIDER_068,1,14,1,5,Medium,8.4,61
bd86e991,RIDER_050,4,4,1,8,Low,-0.0,39
64daa267,RIDER_019,1,17,0,5,High,-4.7,93
275fb57f,RIDER_100,2,15,1,7,Medium,5.9,57
98be65c9,RIDER_060,8,16,1,6,High,6.4,100
bd6b5af2,RIDER_089,6,5,1,0,Medium,-7.3,51
5174549d,RIDER_146,9,24,1,1,Low,4.3,87
09567122,RIDER_147,2,17,0,3,Medium,3.2,73
ddd3bc33,RIDER_069,3,23,1,0,Medium,-0.2,70
24ce8644,RIDER_049,9,7,0,7,Low,8.2,100
76ac44c0,RIDER_108,9,23,1,3,Medium,0.3,92
8a40a7d0,RIDER_119,6,15,1,6,High,8.8,90
11d77c9b,RIDER_149,3,17,0,6,Medium,5.8,100
28a3f3b7,RIDER_150,5,12,0,7,Low,4.9,100
af78d12f,RIDER_037,2,11,0,8,High,3.9,100
b7fa4e5f,RIDER_143,7,19,1,8,Medium,4.9,81
d64c61f3,RIDER_011,8,11,0,6,Low,-0.4,96
cbfcc5f1,RIDER_138,6,2,1,8,High,-2.8,65
744a40a7,RIDER_078,8,15,1,4,Low,8.8,86
7d840efd,RIDER_077,2,5,1,9,Low,-0.3,28
3a0e8764,RIDER_002,3,18,1,3,Medium,1.2,61
cd75feeb,RIDER_064,7,21,0,2,Low,-3.4,70
cb5c6def,RIDER_035,1,21,0,5,Low,4.5,87
4b2a8005,RIDER_007,7,16,1,9,Medium,-2.2,73
a24c5dbf,RIDER_085,6,4,1,10,High,3.7,78
6b4ecdfe,RIDER_146,8,23,0,8,Medium,0.7,100
6c5fa64f,RIDER_067,7,10,1,3,Low,2.9,69
6539189a,RIDER_042,4,22,1,1,High,8.8,87
e488fe00,RIDER_118,3,2,1,10,High,-2.5,51
554f07fa,RIDER_125,3,15,1,2,Low,-0.1,44
888ad55e,RIDER_024,4,4,0,2,Medium,-1.1,47
ea79cd1c,RIDER_046,9,16,1,1,Medium,4.0,83
85f0a77b,RIDER_019,9,7,1,8,Medium,3.7,73
c3980426,RIDER_068,2,12,0,3,High,1.1,76
956cafc5,RIDER_102,5,3,1,2,High,6.7,68
f628f901,RIDER_042,1,17,0,9,Medium,2.1,100
5d3672c7,RIDER_032,4,9,1,5,Low,-0.4,36
9593d081,RIDER_109,2,8,0,7,Medium,7.3,99
83bacdc1,RIDER_036,8,23,1,10,Medium,1.0,90
6a9d0a58,RIDER_097,4,6,1,7,Medium,1.3,41
ffc863f0,RIDER_131,5,15,1,9,High,1.7,81
d46cd75a,RIDER_073,4,10,1,5,Low,2.9,45
8de672e2,RIDER_136,5,23,0,4,Medium,6.7,100
938d0903,RIDER_097,5,6,1,10,Low,5.6,52
11a154ad,RIDER_123,5,15,1,6,High,4.5,80
5a903053,RIDER_070,3,14,1,2,High,-1.9,61
87a0ac80,RIDER_013,7,19,0,9,High,1.9,100
4bddce63,RIDER_049,3,13,0,1,Medium,1.4,53
fb45077b,RIDER_060,2,14,1,7,Low,4.2,45
404c2fb5,RIDER_130,3,3,1,10,Medium,1.2,39
3c5e51b1,RIDER_005,3,4,1,8,Medium,7.8,51
5a0d03a4,RIDER_027,8,14,1,5,Low,4.6,76
247be652,RIDER_149,4,14,1,3,High,4.4,76
673088ac,RIDER_008,3,8,1,5,High,-1.9,51
daf35d06,RIDER_050,5,10,0,6,Low,-0.9,88
318916ba,RIDER_067,4,9,0,7,Medium,-0.1,100
a0f58171,RIDER_044,9,14,1,2,Medium,2.0,84
d1ac25a5,RIDER_125,8,8,1,5,Low,6.8,76
33eea565,RIDER_058,7,11,0,9,Low,-1.0,100
f594dd22,RIDER_003,8,10,1,5,Medium,-4.5,69
eaeccc4b,RIDER_086,5,18,1,9,High,7.7,98
96d357b5,RIDER_070,4,4,0,6,High,0.2,99
7242f72c,RIDER_130,7,4,1,3,Low,1.7,48
92c7c759,RIDER_002,1,12,1,5,High,6.0,64
71883ec5,RIDER_102,6,18,1,1,Medium,6.7,80
bbb8bd67,RIDER_035,8,8,1,7,Low,-1.7,63
fcfc5605,RIDER_098,7,3,1,2,Medium,3.1,61
d9c639e3,RIDER_030,2,18,1,8,High,7.6,80
cbba635d,RIDER_116,7,7,1,7,Low,2.2,57
73d7c17d,RIDER_008,6,1,0,5,Low,6.4,86
36a17b8f,RIDER_150,5,22,1,9,Medium,2.7,81
e2ee0f43,RIDER_044,4,13,1,1,Low,6.4,58
e7267c47,RIDER_036,1,3,1,7,High,7.3,49
52f2174b,RIDER_077,2,3,1,10,Medium,8.9,45
5353eb83,RIDER_031,7,15,0,5,High,3.9,100
ccb38681,RIDER_047,3,21,1,10,Low,0.4,45
34f7fde9,RIDER_055,5,19,1,0,High,3.1,81
270ab6fe,RIDER_106,8,4,1,5,Medium,3.3,80
27c70219,RIDER_121,8,13,1,4,Low,2.0,68
d3c1953d,RIDER_055,6,13,1,5,High,4.9,86
75a70946,RIDER_144,5,15,1,0,Medium,4.3,66
d4bd5cb9,RIDER_012,2,19,1,3,Low,3.1,53
f7986195,RIDER_145,9,16,0,6,Low,10.8,100
4bdd09fb,RIDER_144,1,7,0,4,Low,-1.3,52
a39dfc20,RIDER_140,2,3,0,5,High,3.5,85
cc17b88f,RIDER_136,1,20,0,1,High,2.0,61
3b848176,RIDER_003,4,2,0,7,Medium,-5.4,86
2c6c851f,RIDER_144,4,18,0,9,Medium,-0.5,100
b3adcc1c,RIDER_030,5,11,1,3,Low,-3.7,58
e55664b7,RIDER_023,5,1,1,5,Medium,5.3,48
180c4b45,RIDER_092,8,16,0,2,Low,-3.0,72
a9bb910c,RIDER_115,3,17,1,8,Medium,-3.5,60
98b9ca1d,RIDER_104,6,16,1,7,Medium,1.2,69
22a0d065,RIDER_118,3,10,1,5,High,0.6,64
c3802a6b,RIDER_005,2,17,1,8,Medium,0.4,57
006157b1,RIDER_104,8,3,1,9,High,-2.4,82
d00ef6be,RIDER_108,1,18,1,8,High,5.6,76
ae447e88,RIDER_065,9,19,1,1,Medium,1.3,79
03686917,RIDER_121,7,14,0,8,Low,5.9,100
8f7b934c,RIDER_030,4,21,0,7,Medium,-1.9,100
317f030d,RIDER_149,3,2,0,1,Low,-0.6,31
d4936445,RIDER_084,6,12,0,8,Medium,-1.5,100
9dbc86b8,RIDER_150,9,11,1,4,Medium,1.9,80
4edeab87,RIDER_032,9,17,1,8,High,-0.7,97
ce176564,RIDER_016,4,6,1,2,Medium,6.3,58
8fbfa347,RIDER_038,5,19,0,3,Medium,-7.0,89
c1ee6481,RIDER_142,9,13,1,0,Medium,8.8,94
b4ff98d6,RIDER_036,2,7,0,10,Medium,0.8,100
91f2b597,RIDER_114,2,22,1,4,Medium,-1.1,48
97b7934a,RIDER_066,5,11,0,6,Medium,9.4,100
800cab1c,RIDER_105,1,7,1,6,Medium,1.6,38
7d06ab77,RIDER_085,8,13,0,5,High,0.8,100
897aa04b,RIDER_002,5,13,1,5,Medium,-0.5,63
ba341fe1,RIDER_075,2,21,1,7,Low,0.9,43
9f098a8d,RIDER_067,9,1,1,10,Medium,3.9,67
ee1ce900,RIDER_055,2,19,0,9,Medium,4.1,100
4d2843e0,RIDER_006,7,19,1,8,High,-2.8,92
a8403aec,RIDER_150,8,23,0,3,Low,-2.7,99
90b8476f,RIDER_143,6,15,0,3,Medium,6.1,96
00c7dcc3,RIDER_086,7,14,0,7,Medium,-0.1,100
d05c9ff5,RIDER_060,1,3,1,4,Medium,1.8,36
2d484d81,RIDER_101,4,21,1,9,Medium,2.5,62
fdb5fde2,RIDER_012,7,20,1,8,Medium,7.9,88
1a569a5b,RIDER_049,1,4,0,5,High,7.3,89
72e5d7e1,RIDER_042,1,7,0,8,Low,3.4,83
c314a1d6,RIDER_082,6,1,0,3,Low,-0.7,62
987471c3,RIDER_035,4,23,1,0,Medium,11.3,83
506c7fd2,RIDER_134,3,24,1,3,Medium,4.8,70
858a1ea8,RIDER_067,5,19,0,8,Medium,7.5,100
fb9b8074,RIDER_080,9,3,1,6,Low,1.0,55
24cd4fe3,RIDER_007,3,20,0,5,Medium,-2.6,93
7251dd9f,RIDER_014,5,15,1,1,Medium,4.0,66
d712db63,RIDER_073,5,13,1,3,High,2.1,68
df2ec944,RIDER_143,9,22,1,0,High,8.6,100
339544eb,RIDER_149,4,14,1,2,High,1.6,78
876e57a1,RIDER_066,1,7,1,1,Medium,0.2,37
62602ad1,RIDER_091,5,1,0,3,Medium,7.1,77
e23ea3d1,RIDER_130,1,13,0,3,Low,0.3,53
09fef499,RIDER_020,6,4,0,10,Low,0.9,100
e0a2236f,RIDER_010,7,12,0,8,High,-4.2,100
307a16a8,RIDER_025,1,7,1,6,Medium,6.5,46
f49784eb,RIDER_025,4,2,1,2,High,1.3,62
7cb4d528,RIDER_054,9,17,1,6,Medium,-2.7,84
ec5e1d36,RIDER_033,1,1,1,7,Medium,6.6,38
19e6a130,RIDER_095,9,14,1,6,Low,0.9,74
2db269bd,RIDER_014,8,22,0,7,High,9.3,100
67ac5702,RIDER_065,5,21,1,8,Medium,7.1,88
62b993a1,RIDER_110,6,1,1,0,Low,-2.8,47
619c0610,RIDER_080,7,3,1,9,Low,4.9,53
d5df6806,RIDER_054,4,11,1,5,Medium,6.2,64
58fb6425,RIDER_125,6,7,1,3,Low,-4.7,51
6e719103,RIDER_131,7,9,1,0,Low,1.0,61
18e24c7d,RIDER_134,6,22,1,1,Medium,-0.1,75
ebd429bb,RIDER_025,6,3,1,9,Low,6.3,51
0d6c2bbe,RIDER_141,2,1,0,3,Medium,-1.6,48
e23eddc0,RIDER_117,5,19,1,0,Medium,3.1,71
24f7b891,RIDER_136,3,2,1,5,Medium,9.7,55
5819ca93,RIDER_149,7,21,1,0,Medium,-6.1,82
7a80e76f,RIDER_025,4,24,1,8,Low,2.4,72
f0cf0bd8,RIDER_079,1,5,1,9,Medium,2.5,26
b5d23936,RIDER_068,6,17,1,2,Medium,-7.9,77
e756e9b5,RIDER_012,6,19,1,10,Medium,-4.7,64
7578c482,RIDER_032,7,5,1,0,Medium,5.5,71
0b4492c7,RIDER_128,8,23,1,5,High,1.8,100
1eaa8bf5,RIDER_096,3,21,1,5,Medium,2.8,61
d92f65c7,RIDER_092,6,14,1,6,Low,1.4,61
d015cdf7,RIDER_141,2,10,1,6,Medium,7.0,52
e874a7ff,RIDER_031,9,21,1,9,Medium,11.6,100
c0506005,RIDER_078,2,7,1,10,High,6.5,57
e5612118,RIDER_020,3,8,0,3,Low,-7.4,59
542da84c,RIDER_146,2,8,1,4,Low,1.9,39
a62cfb12,RIDER_060,9,7,0,2,High,7.7,88
76b15c39,RIDER_134,1,13,1,5,Medium,0.3,39
394d78fd,RIDER_093,5,14,1,6,Medium,7.7,70
3a99ed58,RIDER_043,1,19,1,8,Medium,0.7,44
d6e42223,RIDER_130,5,11,0,8,Low,-3.0,100
8180e271,RIDER_060,8,2,1,4,Medium,4.9,70
7fb23357,RIDER_031,8,17,1,3,High,3.8,99
f3c3d5de,RIDER_005,8,6,1,6,High,-0.4,81
190c3629,RIDER_010,2,9,1,2,Low,7.2,46
1f8d554b,RIDER_089,8,19,1,3,Medium,-5.4,75
9a87dc25,RIDER_130,5,5,1,8,Low,6.2,51
0720d0bf,RIDER_126,1,9,1,4,High,-0.2,54
e287c91a,RIDER_011,7,7,0,9,Medium,9.0,100
21811002,RIDER_056,6,4,1,6,Medium,5.3,63
42ffe4ce,RIDER_083,5,18,1,1,Medium,0.6,71
db1076cf,RIDER_137,1,18,1,8,High,-1.9,65
29cfac44,RIDER_099,1,20,1,4,High,-4.5,71
94e1e911,RIDER_149,6,17,1,4,Low,1.7,65
b3bebf91,RIDER_073,7,4,1,3,Medium,2.2,61
1548919f,RIDER_115,1,22,1,7,Medium,6.2,62
be076388,RIDER_007,9,16,1,10,Low,-0.9,72
6fe0d86a,RIDER_080,4,22,1,3,High,3.5,84
2643bb90,RIDER_144,5,23,1,1,Medium,0.6,71
05f6bfb4,RIDER_097,2,5,1,4,Low,8.0,46
e1684fdc,RIDER_004,8,9,1,2,Low,1.5,61
eb89d504,RIDER_004,2,2,1,3,Medium,-0.9,41
433b7d6a,RIDER_103,3,2,1,2,High,-2.8,38
366bc1be,RIDER_040,9,4,0,6,Medium,0.2,100
ea26da6e,RIDER_017,2,20,1,5,Low,1.1,53
5b35016b,RIDER_101,6,20,1,1,Low,1.2,63
5a3e1694,RIDER_103,4,17,0,10,High,3.7,100
21acbd8e,RIDER_124,7,20,1,7,Low,0.7,73
c0898b35,RIDER_052,6,21,0,4,High,-1.3,100
7203f8ed,RIDER_052,9,19,0,5,High,0.3,100
782cd45e,RIDER_124,9,3,0,7,Medium,1.1,100
54ffc983,RIDER_063,4,5,0,10,High,-0.3,100
b7ad3de0,RIDER_116,1,10,1,10,Low,-4.4,32
5d416954,RIDER_062,2,6,1,6,High,-4.1,46
f595f3b0,RIDER_007,8,3,0,10,Low,-5.8,100
f5f17e9e,RIDER_092,8,17,1,2,Medium,2.7,85
b08d7f6d,RIDER_014,2,10,0,1,Medium,3.8,53
8ba72ed2,RIDER_086,4,24,1,2,Medium,-1.4,74
77b50eb6,RIDER_133,1,12,1,7,Low,3.9,45
99885e0b,RIDER_130,7,1,0,3,Medium,0.5,76
507efe1e,RIDER_062,4,18,1,7,Medium,1.4,64
4534d593,RIDER_149,8,19,0,3,High,-3.2,100
be85b0dd,RIDER_079,9,22,1,6,Medium,7.0,100
cc49995f,RIDER_149,9,20,0,5,Medium,8.4,100
0b8c6638,RIDER_138,3,4,0,9,High,3.3,100
56b00f71,RIDER_058,5,15,1,0,High,-1.0,71
fa7a9410,RIDER_120,6,9,1,10,Medium,2.4,49
fdecc2dd,RIDER_133,6,6,1,7,High,-1.1,68
71b93591,RIDER_065,8,12,0,5,Medium,-3.4,100
00329bf6,RIDER_013,6,18,0,1,Medium,4.8,71
46658030,RIDER_082,6,23,1,4,High,-2.0,92
8796ad5f,RIDER_139,4,15,1,1,Medium,-1.4,61
f92cd190,RIDER_149,7,19,0,9,Low,-6.9,100
ed4fba57,RIDER_052,8,9,0,6,Low,6.3,100
958bb710,RIDER_117,3,22,1,10,Medium,8.0,72
0538666c,RIDER_026,7,24,1,9,High,4.9,96
c1698d02,RIDER_034,3,13,0,5,Low,5.2,86
c6a3f960,RIDER_052,8,16,1,6,Medium,-3.4,82
49f35498,RIDER_112,1,13,0,5,Medium,1.0,83
ce8e2823,RIDER_082,1,1,1,9,Medium,4.9,36
9b02b6ba,RIDER_042,6,18,1,0,Low,-1.9,67
606329fd,RIDER_021,9,22,1,2,High,0.4,100
f5c99b9e,RIDER_042,4,3,0,9,Low,-4.5,97
dc4957e0,RIDER_141,6,17,1,1,Low,0.8,70
a5f46677,RIDER_113,5,22,1,0,Medium,1.3,83
114a23d9,RIDER_105,1,5,1,0,Low,4.0,29
d84a27dc,RIDER_017,6,6,0,3,Low,-4.6,74
69f71ba3,RIDER_120,9,21,1,10,Medium,-4.7,84
4f870981,RIDER_137,3,17,1,0,Medium,6.9,64
57834169,RIDER_129,3,17,1,1,Medium,6.3,64
52281e2b,RIDER_130,2,1,1,0,Low,-0.6,28
810dffcf,RIDER_060,4,7,1,5,Medium,8.1,62
4376092e,RIDER_048,3,22,1,10,Medium,2.7,61
19e0e946,RIDER_029,2,16,1,3,High,6.5,74
ce576eb8,RIDER_097,1,5,0,7,Medium,0.8,85
c85d16f2,RIDER_010,3,16,0,10,High,3.2,100
b8e7e74d,RIDER_058,6,4,0,4,Medium,0.6,85
b0976071,RIDER_021,9,11,1,9,Medium,8.7,86
229880da,RIDER_028,5,14,0,4,Medium,1.3,94
131e1d76,RIDER_034,3,13,1,10,Medium,1.7,51
7b1f84cd,RIDER_008,5,24,1,10,Medium,-4.5,74
d5f2a7c6,RIDER_079,5,8,1,7,Medium,1.5,53
d3299b6c,RIDER_145,5,21,1,10,High,9.0,91
0e73dd02,RIDER_087,7,20,1,9,Medium,7.4,85
cddadb4e,RIDER_088,5,15,1,5,Low,1.3,55
8c532fb9,RIDER_069,7,18,1,5,High,1.6,91
6697e653,RIDER_087,9,7,1,2,Medium,-3.0,68
e4455525,RIDER_101,5,21,1,5,Medium,3.4,86
def39937,RIDER_008,2,19,1,9,High,3.3,70
04022a49,RIDER_077,5,9,1,6,High,4.1,69
5e0832e4,RIDER_087,8,11,1,1,Low,-4.4,55
13ed64a5,RIDER_043,4,10,1,2,Low,6.6,62
8c877a96,RIDER_129,2,14,1,5,Low,1.1,44
c4da6d8b,RIDER_109,3,16,1,9,Medium,6.9,61
6a09cc5a,RIDER_017,9,8,0,8,Medium,2.8,100
2fa39dc9,RIDER_133,9,1,1,8,Medium,7.7,73
1114544d,RIDER_148,8,12,1,7,Medium,4.6,83
0f67c201,RIDER_021,8,3,0,7,Low,-1.4,100
b3d0d37f,RIDER_058,8,2,1,8,Low,5.3,57
63ef5b23,RIDER_110,8,16,1,10,High,6.1,100
5682a83d,RIDER_139,8,4,1,10,High,2.8,80
4e4ffade,RIDER_143,1,2,1,8,Low,0.9,21
fbfdfce6,RIDER_135,6,12,1,9,Low,5.7,63
3fe03c54,RIDER_028,9,24,0,10,Medium,6.6,100
d7ec87d1,RIDER_051,8,17,1,8,Low,-3.2,72
52719d90,RIDER_005,3,20,1,4,Low,2.5,57
3ba8748b,RIDER_005,1,21,1,5,Medium,1.2,56
95d0f179,RIDER_094,2,10,0,4,Low,9.6,77
20c5eccb,RIDER_096,2,20,1,0,Medium,-0.9,52
3969c4da,RIDER_008,7,8,1,3,High,4.2,85
41c4d9e6,RIDER_064,6,18,1,10,High,4.8,87
fd50bbc0,RIDER_138,2,18,1,0,Medium,2.2,56
bd3b40b0,RIDER_038,8,18,1,0,Medium,7.5,87
101ba76b,RIDER_111,9,2,1,2,Medium,1.6,72
34844f7e,RIDER_112,7,12,1,6,Low,-2.9,58
a759d9d9,RIDER_081,4,10,1,0,Medium,7.9,73
fb0cc14e,RIDER_136,1,8,1,6,Medium,0.2,35
63b598ab,RIDER_104,4,19,1,9,Low,2.4,61
831de182,RIDER_073,4,10,1,9,Medium,1.4,57
9b78ed7f,RIDER_049,8,11,1,0,Low,-1.8,59
97255ddc,RIDER_036,4,14,1,8,High,-1.7,61
8ba67640,RIDER_126,4,15,0,4,High,-4.2,92
4b11a82e,RIDER_068,2,24,1,5,Low,4.1,59
0df8e302,RIDER_078,7,23,0,8,Low,4.9,100
a8dfc4d3,RIDER_105,4,10,1,10,Low,3.0,46
66b0dfa2,RIDER_122,6,4,1,2,High,4.4,79
c7e11490,RIDER_119,3,7,1,2,Low,1.5,36
20137c5e,RIDER_114,7,11,0,4,Medium,2.8,100
50a0ccc5,RIDER_010,6,24,1,6,Low,1.9,72
df282382,RIDER_149,3,22,1,2,Medium,1.7,64
a8a0ebff,RIDER_140,4,22,1,3,Medium,-2.3,65
60fb1f51,RIDER_091,5,3,0,1,Medium,7.3,59
77250f43,RIDER_002,9,5,1,8,Medium,0.8,65
4a7b8821,RIDER_118,6,2,1,9,Medium,0.1,48
45643a2f,RIDER_013,4,12,1,8,Medium,-0.2,52
55c814c4,RIDER_095,7,21,1,10,Medium,0.5,83
3c31c394,RIDER_144,2,5,1,1,High,0.5,56
bca8e0bc,RIDER_032,4,7,1,4,Medium,2.8,58
da0e1cc7,RIDER_032,5,4,1,0,Medium,-4.7,49
45f282d8,RIDER_124,4,11,1,7,Medium,-1.4,50
64e8e9f1,RIDER_011,4,22,0,5,Low,7.9,100
4506572d,RIDER_010,9,9,0,9,High,7.7,100
965906e3,RIDER_015,2,4,1,9,Low,1.0,30
b7b9e627,RIDER_017,6,22,1,1,Medium,12.0,97
ca5e0986,RIDER_146,8,9,0,1,Medium,4.8,72
313a594c,RIDER_059,8,12,1,9,Low,7.9,77
1a8a8c75,RIDER_078,7,16,1,4,Medium,2.4,76
5fca6680,RIDER_124,4,1,0,6,Low,1.0,73
c27f7ed7,RIDER_114,7,8,1,8,High,5.8,82
857ff13f,RIDER_022,6,1,0,8,High,6.5,100
818ade4e,RIDER_032,6,20,1,10,Medium,0.9,69
2947ae54,RIDER_113,2,19,1,5,Medium,3.8,67
b13b7aed,RIDER_120,8,4,1,1,Low,-9.8,50
