Delivery_ID,Rider_ID,Shift_Hour,Cumulative_Deliveries,Has_Elevator,Building_Floor,Traffic_Density,Delay_From_Target_Min,Burnout_Score
58e36efb,RIDER_103,6,14,1,8,Medium,-1.6,62
f2e020e9,RIDER_041,9,15,1,8,Medium,-1.6,80
acbf9f80,RIDER_114,7,6,0,1,High,2.7,73
ae28dee8,RIDER_008,5,24,1,2,Medium,3.6,86
56107c84,RIDER_072,2,10,1,4,Low,2.5,38
1989a767,RIDER_092,4,14,1,0,High,4.9,76
47b6d054,RIDER_062,2,16,1,3,Medium,2.0,49
497c2809,RIDER_084,3,13,1,10,Medium,2.5,49
9f1cdb42,RIDER_062,10,11,1,4,Low,-1.4,69
ae2e13fa,RIDER_111,3,3,1,8,Low,4.0,34
1ebf09f1,RIDER_127,4,8,1,7,Medium,1.4,49
448b3d2f,RIDER_007,6,3,1,0,Medium,4.5,56
8ea65263,RIDER_084,3,2,0,2,Medium,1.6,44
4693bcec,RIDER_132,10,21,0,2,Medium,2.0,94
5b51468f,RIDER_134,1,14,1,10,Medium,-1.2,46
1d7c1a90,RIDER_058,1,20,1,5,Medium,1.4,51
d7b05f51,RIDER_022,9,21,1,3,Medium,10.1,100
3ec1000f,RIDER_127,9,22,1,3,High,-5.4,100
035c3061,RIDER_003,5,15,1,0,Low,0.2,52
c0749cec,RIDER_127,9,3,0,9,High,5.1,100
b02b0494,RIDER_041,7,1,0,10,Medium,-0.9,100
4209896a,RIDER_106,9,15,1,3,Medium,2.4,80
cd79e77d,RIDER_014,7,20,1,0,Low,1.6,70
f9202561,RIDER_012,9,22,1,4,High,5.4,100
4e2f6bf3,RIDER_087,2,2,1,2,High,1.0,46
9668a6dd,RIDER_012,8,18,1,9,High,-4.6,82
90cbcffb,RIDER_141,7,1,1,4,Medium,8.8,64
9ff452c2,RIDER_025,6,9,1,2,Low,1.5,57
69e57690,RIDER_045,5,3,1,4,Medium,2.6,52
d1d54612,RIDER_122,4,2,1,3,Medium,0.2,44
4beb150f,RIDER_147,7,4,0,8,Low,2.7,100
d72f93e7,RIDER_055,3,16,1,5,Medium,5.9,63
1da132b0,RIDER_100,8,22,1,9,Medium,1.4,84
d6f62492,RIDER_136,2,1,1,1,Medium,-1.1,30
933c79d2,RIDER_119,1,9,1,0,Low,-3.2,30
dad0fbbb,RIDER_053,2,8,1,0,Low,6.7,39
02c82ff1,RIDER_032,9,6,1,0,Medium,0.2,72
1ddfdd8e,RIDER_051,5,20,0,8,High,4.2,100
8af867f8,RIDER_044,8,18,1,4,High,4.8,90
e6ec50d5,RIDER_082,3,16,1,3,Low,1.1,51
c5bc31d7,RIDER_146,7,8,1,9,Medium,1.7,65
3bb423c9,RIDER_150,2,23,0,4,Medium,2.0,90
9c567329,RIDER_037,8,4,1,8,Medium,5.2,69
a2ce02c2,RIDER_096,7,3,0,2,Low,-1.3,55
2382c474,RIDER_056,5,15,1,2,Medium,1.2,64
859e1ca6,RIDER_105,4,6,1,1,Low,3.2,45
2a6fd048,RIDER_059,1,1,1,7,Medium,3.3,35
85fcc607,RIDER_131,5,18,1,6,Medium,4.5,74
373d6ccc,RIDER_035,9,23,1,1,Medium,-3.3,91
73112593,RIDER_093,10,11,1,3,Medium,0.7,83
589abf48,RIDER_097,4,3,1,6,High,3.6,60
f06c4d73,RIDER_135,9,13,1,0,Low,-3.2,69
de525414,RIDER_076,2,17,1,0,Medium,9.0,70
7d1e8a56,RIDER_049,4,18,0,7,High,-4.2,100
419d8d10,RIDER_094,9,14,1,5,Medium,-2.5,77
740cff70,RIDER_024,4,7,0,1,Medium,-0.9,42
120597c4,RIDER_148,5,7,0,9,Low,-1.3,97
0353fc60,RIDER_037,8,14,1,9,Medium,4.0,77
55193869,RIDER_004,1,24,1,0,Low,2.3,50
88bf3caf,RIDER_108,1,15,1,2,Medium,-1.6,47
35b29b7d,RIDER_126,9,12,1,3,Medium,10.3,94
12bdc8c5,RIDER_020,9,12,0,4,Medium,5.0,100
5e54a683,RIDER_050,4,8,0,10,Medium,3.0,100
87b691ed,RIDER_096,2,16,0,9,Medium,4.9,100
04258e4e,RIDER_105,9,9,1,2,Medium,3.6,79
452d8894,RIDER_117,4,2,1,4,Low,2.8,45
28cde465,RIDER_098,6,14,1,6,Medium,4.0,71
2552997b,RIDER_066,1,24,1,10,Low,1.8,48
bb186d31,RIDER_079,9,24,0,8,Low,4.7,100
10fd98c5,RIDER_006,5,16,1,4,Medium,2.3,63
05bb5a11,RIDER_039,3,5,0,3,Medium,0.9,58
ebf1c7f2,RIDER_115,4,5,1,9,Low,8.5,56
59864b92,RIDER_125,1,20,0,10,Low,2.3,100
7caf01cc,RIDER_012,9,21,1,8,Low,1.0,80
2b3352ea,RIDER_131,8,18,0,7,Medium,-1.4,100
1cc0dffa,RIDER_018,4,18,0,4,Medium,-2.0,85
e4221632,RIDER_040,2,5,0,8,Medium,2.2,100
aed6f9ac,RIDER_021,9,11,0,10,High,0.6,100
fc25d916,RIDER_143,4,13,0,8,High,-1.0,100
c3de372c,RIDER_099,9,3,1,0,High,7.2,93
255fdcc9,RIDER_026,10,17,0,5,High,6.2,100
530976e3,RIDER_008,3,18,0,10,High,-2.0,100
c9adf0cf,RIDER_100,7,14,1,4,Low,0.6,72
c5bfe755,RIDER_087,7,12,0,5,Low,-4.5,92
64a39743,RIDER_042,10,14,1,9,High,0.0,96
4eda37b5,RIDER_014,4,18,1,2,Medium,-0.7,63
d855abc1,RIDER_078,2,20,1,2,Medium,1.4,62
bb49f27f,RIDER_002,9,2,1,9,Low,-1.5,56
315b4a5f,RIDER_119,4,7,1,4,Medium,-5.1,55
638c2664,RIDER_037,8,15,1,6,Medium,-0.2,76
6c63a4ea,RIDER_069,2,10,1,3,Low,7.0,49
59bddcdc,RIDER_041,8,15,0,5,Medium,-0.5,100
f999110b,RIDER_062,10,17,1,4,High,9.8,100
2ad9e1e4,RIDER_060,5,11,1,1,Medium,-1.4,60
2852bd34,RIDER_125,7,2,1,10,Medium,2.3,60
e75cfe31,RIDER_111,7,21,1,0,Low,3.3,73
fc023d28,RIDER_014,9,18,1,5,Low,-2.2,75
c89f2c4b,RIDER_084,3,4,1,4,Medium,-4.6,45
4634c304,RIDER_130,10,9,0,8,High,6.3,100
f8abfb92,RIDER_070,4,17,1,6,High,6.4,91
066799f6,RIDER_145,10,17,1,0,Medium,7.6,100
634a3981,RIDER_123,4,17,0,9,Medium,-1.3,100
13a628af,RIDER_089,10,16,0,5,Medium,3.5,100
5b6ac9ca,RIDER_028,5,20,1,10,Low,2.2,65
258abadf,RIDER_066,6,8,1,6,Low,1.6,60
07469022,RIDER_005,3,23,1,2,Medium,0.5,63
c5c4960c,RIDER_045,4,15,1,8,Medium,5.1,68
6ad0a779,RIDER_047,3,1,1,10,High,12.5,72
630df9e9,RIDER_031,2,19,0,10,Medium,3.1,100
ae6b89e9,RIDER_139,10,15,1,1,High,2.7,100
71342cb7,RIDER_010,9,9,1,0,Low,-0.6,61
af34742d,RIDER_118,1,5,1,9,Low,4.7,26
04ef35f3,RIDER_014,2,16,0,9,High,-7.8,100
db21c272,RIDER_080,8,13,0,8,Medium,0.7,100
8f6ad851,RIDER_093,7,16,1,6,Low,3.5,71
11266c28,RIDER_010,1,22,1,9,Medium,3.0,57
638541ad,RIDER_076,5,11,1,10,High,1.6,72
58c92250,RIDER_094,10,13,1,0,Medium,-5.4,83
e8671d05,RIDER_105,6,6,0,3,Medium,8.0,88
57878c4c,RIDER_001,5,20,1,9,Medium,2.9,75
5ec9d7e1,RIDER_133,4,17,1,2,Medium,1.9,64
7daaee9d,RIDER_020,1,5,0,10,High,7.0,100
621b41ee,RIDER_008,7,17,1,6,Medium,6.8,83
dc5bc750,RIDER_001,9,1,0,4,Low,1.1,78
a6f3b53b,RIDER_057,6,5,1,8,Medium,1.0,49
ccca5383,RIDER_064,3,5,1,10,Medium,3.9,48
e3724dee,RIDER_118,10,7,1,2,Low,6.9,79
9bf77c7a,RIDER_028,4,16,1,10,Low,5.9,56
eaa3076f,RIDER_121,10,18,0,5,Low,-1.9,100
b516d115,RIDER_107,5,6,0,9,Low,-2.3,100
2fe98d1e,RIDER_049,1,2,1,1,Medium,-1.5,27
c508c18f,RIDER_120,5,13,1,2,Medium,4.2,67
4fd236d7,RIDER_044,1,10,1,3,Medium,0.5,34
4825afa2,RIDER_056,9,21,0,5,Medium,4.0,100
71edb6c3,RIDER_111,7,20,1,10,Medium,-3.2,70
8e0ade80,RIDER_134,3,11,1,0,Low,-1.3,40
953fdb31,RIDER_108,9,21,1,5,Medium,4.0,99
3ed81870,RIDER_148,2,2,1,3,Medium,-4.2,34
f9c04fdf,RIDER_114,7,8,0,7,High,9.1,100
04268f6a,RIDER_078,9,24,0,8,Medium,6.4,100
f200eb9c,RIDER_130,6,22,1,7,Medium,7.5,96
e6e8c45d,RIDER_037,10,19,0,7,Medium,5.1,100
aca957f1,RIDER_020,5,20,1,1,Medium,-5.5,74
bab6daee,RIDER_026,7,17,0,9,High,6.5,100
3ceacf60,RIDER_029,6,16,1,1,Medium,4.9,77
880c227c,RIDER_001,5,10,1,5,Medium,0.7,57
4eae9ae3,RIDER_119,2,5,1,4,Medium,0.2,33
df8bf37f,RIDER_035,8,14,1,5,High,5.1,92
b77cd48d,RIDER_059,7,24,1,8,High,-4.3,100
87468ebf,RIDER_069,6,19,0,9,High,5.7,100
8bf51e91,RIDER_012,5,4,0,6,Low,-0.6,80
dc888bc9,RIDER_020,5,20,1,4,Medium,2.7,80
19f614b6,RIDER_043,9,16,0,9,Medium,2.8,100
421594b6,RIDER_126,1,24,1,6,Medium,-3.4,58
e578f9d8,RIDER_050,9,15,1,7,Low,-4.5,75
16cebe3e,RIDER_029,6,9,1,10,High,3.0,77
3c056413,RIDER_039,4,3,1,0,Medium,1.8,45
17054cae,RIDER_038,10,23,1,9,Medium,3.1,100
3e3207d9,RIDER_084,7,9,1,10,Medium,-2.1,60
14f0a7a2,RIDER_128,9,18,1,10,Medium,5.5,95
aee24610,RIDER_126,5,4,1,6,Medium,6.8,56
68ac62f9,RIDER_045,5,19,0,3,Medium,0.9,86
f456eba4,RIDER_052,8,24,1,4,Medium,-2.6,92
1c58f4dc,RIDER_080,7,4,1,1,Low,-0.3,50
523ff92a,RIDER_124,8,9,1,9,Medium,3.2,72
7abe09ff,RIDER_119,10,1,1,4,Low,3.8,73
4395f5e7,RIDER_008,2,1,0,8,Low,9.8,87
4446fe28,RIDER_085,9,20,1,0,Medium,5.3,100
455ef37e,RIDER_129,3,19,0,2,Low,1.0,53
a275bdec,RIDER_008,6,3,1,3,High,4.1,76
69e8a3f0,RIDER_096,6,10,0,8,Medium,3.3,100
adab0997,RIDER_102,2,12,0,1,Medium,2.2,53
fab1c688,RIDER_005,7,18,0,6,Low,8.7,100
5ac8cb0a,RIDER_086,9,14,0,8,Low,-0.5,100
fb9dbf30,RIDER_034,10,10,1,9,Medium,4.4,85
6d6a9818,RIDER_055,1,10,0,3,High,4.3,71
53059829,RIDER_119,8,18,0,4,Low,9.3,100
bf463a2b,RIDER_114,2,24,0,9,Medium,-6.3,100
f7908b89,RIDER_145,1,1,1,3,Low,6.9,30
a9dca4ba,RIDER_026,8,15,0,6,Medium,-2.4,100
2ce0b23c,RIDER_136,2,8,1,7,Medium,-4.1,43
02aacbf5,RIDER_047,6,3,1,7,Low,-1.8,51
50ca15d6,RIDER_113,6,18,1,2,Medium,-3.9,75
2341a968,RIDER_076,5,9,0,1,High,6.7,82
c83fbf35,RIDER_072,8,16,1,5,Medium,8.5,83
9e759103,RIDER_089,3,21,1,0,Low,-0.8,55
1628a871,RIDER_046,10,15,1,8,Low,1.2,72
25ec5072,RIDER_033,4,5,1,6,High,6.5,63
c5d42b99,RIDER_001,7,13,0,7,Medium,8.7,100
1729447e,RIDER_147,7,22,0,6,Medium,2.6,100
b7349840,RIDER_031,8,20,1,4,Low,0.2,80
86847063,RIDER_142,2,7,1,4,High,-3.7,51
c0af12bb,RIDER_053,2,16,1,6,Medium,-2.8,56
23ad2d50,RIDER_048,4,7,1,6,Low,8.5,55
eb8798be,RIDER_069,10,22,1,1,Low,-2.8,82
bd7099b0,RIDER_105,9,16,1,1,High,3.6,100
70942642,RIDER_090,10,13,1,6,Medium,1.0,85
04ff5fdc,RIDER_063,9,17,1,4,Low,0.6,77
e18af1e1,RIDER_073,4,9,0,1,Medium,-4.2,56
0c183029,RIDER_089,9,12,1,0,Medium,1.1,88
9415f686,RIDER_013,3,13,1,8,Medium,8.5,63
c2189800,RIDER_073,5,9,1,10,Low,2.0,53
599aa12d,RIDER_077,10,5,0,7,Medium,4.3,100
ae0e38c6,RIDER_068,9,7,1,1,Low,-3.9,61
c5f35abe,RIDER_098,6,1,1,1,Low,1.5,44
2eec613b,RIDER_125,3,4,1,2,Low,1.3,38
f89f541f,RIDER_102,10,4,0,3,Low,1.5,89
49a018fc,RIDER_132,9,16,0,8,Low,3.7,100
ff19bc85,RIDER_102,6,5,0,5,High,3.0,100
782e7a9b,RIDER_019,4,22,1,2,High,-1.9,86
6ce837c6,RIDER_082,4,4,0,7,Low,-0.9,77
95bf0901,RIDER_141,8,6,0,5,Medium,2.0,96
3d43285b,RIDER_023,7,23,1,7,Medium,10.5,100
a1c9d04f,RIDER_083,1,3,0,9,Low,-1.0,80
0ccdd508,RIDER_109,6,8,1,1,Low,0.1,43
bcfdc2f1,RIDER_075,8,17,1,7,Medium,0.7,79
23db6263,RIDER_129,3,18,0,10,Medium,3.3,100
e8f7fc91,RIDER_088,9,18,1,4,Medium,5.9,90
9e2e29c9,RIDER_054,10,12,1,9,Medium,3.6,96
00912153,RIDER_089,2,1,1,3,Low,-2.1,18
7036501f,RIDER_143,6,23,0,2,Medium,4.5,81
a3b48a32,RIDER_065,1,12,1,8,Low,8.1,46
7b2f9f52,RIDER_076,2,11,1,9,Medium,2.2,42
53d3493a,RIDER_143,5,13,1,6,Medium,1.0,67
7350bb6b,RIDER_149,1,3,0,6,Medium,9.0,80
4a57474a,RIDER_147,8,8,0,5,Medium,-3.2,96
fc71cf40,RIDER_060,1,3,1,8,Low,2.5,29
c9015834,RIDER_093,9,17,1,2,Medium,3.4,91
37824cb6,RIDER_049,10,13,1,0,High,3.2,100
da9d5f5d,RIDER_035,3,10,1,6,High,4.6,63
60c25d6c,RIDER_102,2,17,0,8,Medium,-2.7,100
ca8a5bbb,RIDER_011,1,3,1,5,Low,0.9,24
99322a3a,RIDER_099,9,13,1,9,High,0.5,88
446ac08b,RIDER_110,4,22,1,1,Medium,-2.5,73
f29f8973,RIDER_074,1,6,1,7,Low,-3.8,33
e916e657,RIDER_009,1,14,1,8,Medium,7.1,49
58e6bd05,RIDER_003,7,10,1,9,Low,2.6,69
3007f1b3,RIDER_085,2,20,0,7,Medium,-1.8,100
f7fe3de6,RIDER_026,7,16,1,8,Medium,-1.8,68
48977f57,RIDER_072,7,18,1,0,High,1.9,92
ecca4e08,RIDER_048,10,13,1,2,Medium,5.6,90
74b71d35,RIDER_117,9,10,0,2,Medium,-1.5,77
050e2eef,RIDER_012,7,6,1,8,Medium,4.2,71
844b8c22,RIDER_133,1,10,0,2,Medium,7.8,53
b490e19c,RIDER_048,8,5,0,9,High,4.2,100
58527712,RIDER_037,8,6,1,0,Low,-1.2,65
c56a19fe,RIDER_044,4,7,1,2,Medium,1.6,50
2aba2f27,RIDER_015,8,11,1,1,Medium,0.8,76
e7cb03a0,RIDER_043,4,16,1,8,Medium,0.1,63
7391e6cc,RIDER_087,8,12,1,0,Medium,1.9,77
a680ae3e,RIDER_070,5,12,0,10,Low,-0.1,100
a4ebde63,RIDER_046,4,23,1,1,Medium,-1.8,64
be421a0f,RIDER_108,6,20,1,0,Medium,3.9,78
839c262d,RIDER_123,2,5,1,8,Low,5.8,34
f8a0907b,RIDER_021,2,16,0,6,Low,6.1,95
a7fb004a,RIDER_107,2,6,1,0,Low,-2.1,29
000a8651,RIDER_080,9,9,1,9,Medium,6.0,81
c85d79be,RIDER_047,10,5,1,5,Medium,8.4,84
ae339ce4,RIDER_117,3,21,0,4,High,-2.2,97
80716a85,RIDER_124,10,23,1,9,Low,-1.6,87
8f038690,RIDER_143,4,16,1,10,Medium,-3.0,58
23a582dd,RIDER_025,10,18,1,4,Medium,-2.4,90
38266a1c,RIDER_036,8,19,0,3,Medium,7.7,100
0406ffdb,RIDER_051,4,12,1,2,Medium,-1.6,50
7f9ed00a,RIDER_015,10,2,0,7,Medium,4.9,100
dfc9c05d,RIDER_068,10,10,0,6,Low,-4.2,100
92c254dc,RIDER_021,7,12,1,4,High,-3.5,83
c0a157af,RIDER_141,5,14,1,8,Low,-1.2,54
c7cdf49f,RIDER_019,9,18,1,6,Medium,4.3,93
b2ca0419,RIDER_034,4,19,1,9,Low,1.2,52
51b355d1,RIDER_078,3,6,1,1,Medium,1.7,44
f6fbbc61,RIDER_125,2,5,1,6,Medium,-1.1,40
d93cb9e7,RIDER_117,1,16,1,6,Low,-0.2,36
b4c57686,RIDER_052,6,14,1,3,Low,-2.6,64
99659921,RIDER_027,10,13,0,7,Low,4.7,100
6e81b0fc,RIDER_035,2,21,0,3,Medium,3.4,82
695aeb38,RIDER_136,8,2,1,6,Medium,0.8,62
857686d9,RIDER_144,6,2,1,3,High,0.7,73
f1cb8ae2,RIDER_106,5,12,0,7,Low,3.1,91
6811a1ec,RIDER_146,2,1,0,2,Low,5.8,35
0d5611dc,RIDER_002,7,19,0,1,Low,-0.6,73
79cb0894,RIDER_077,2,16,1,9,Low,4.7,43
a54e5a2a,RIDER_132,5,7,1,5,Medium,-0.6,50
f3b295d5,RIDER_090,2,21,1,6,High,1.1,74
39339f9c,RIDER_089,10,7,1,6,Low,1.2,69
7bb39d8f,RIDER_094,2,16,1,5,Medium,6.5,62
501dd62a,RIDER_007,7,6,1,10,Medium,0.1,53
cd72e094,RIDER_095,9,18,1,7,High,-6.2,91
f0edf349,RIDER_108,5,1,0,5,Medium,-1.9,77
60762926,RIDER_074,7,1,1,5,High,9.8,87
bf895a3d,RIDER_039,4,14,1,2,Medium,-4.6,60
50e838df,RIDER_141,2,6,0,1,Medium,-5.5,35
1f933371,RIDER_071,3,6,0,6,Low,5.2,79
3b5fbd48,RIDER_056,2,4,1,5,High,4.8,58
acd67ccd,RIDER_042,5,12,1,0,Medium,0.5,61
ee4d2379,RIDER_036,6,18,1,1,Medium,4.1,79
e0f5ff73,RIDER_084,7,10,1,1,Medium,0.2,65
60d1a2cc,RIDER_118,3,3,1,0,Low,-1.9,29
53304744,RIDER_007,4,3,1,2,Low,8.8,49
71ad4d3d,RIDER_054,8,8,1,4,Low,-0.7,57
699b058c,RIDER_129,4,22,1,3,High,-3.4,76
ac608aa6,RIDER_120,7,23,1,1,Medium,-4.7,74
c396d130,RIDER_106,6,1,1,7,Medium,7.2,59
8d865fdd,RIDER_047,7,18,1,8,Medium,2.7,75
5e568810,RIDER_123,1,15,1,7,Medium,5.4,50
e1b49d3b,RIDER_141,3,21,0,6,Low,9.4,100
313d1077,RIDER_119,6,20,1,9,Low,-0.0,69
3e0242e2,RIDER_150,3,17,1,1,High,10.5,83
83bacc61,RIDER_118,7,11,1,5,Low,1.5,62
5b2c49b8,RIDER_021,9,13,0,10,Medium,2.3,100
0c053909,RIDER_137,3,20,0,3,Medium,7.6,91
49ab5c54,RIDER_026,1,10,0,4,Medium,2.2,68
b3fd474a,RIDER_009,10,13,1,8,High,5.3,95
7ddd4037,RIDER_015,6,17,1,8,Low,0.1,61
66947089,RIDER_010,1,21,1,3,Medium,3.6,57
bbeb27df,RIDER_122,1,1,1,7,Medium,7.6,41
00d639b7,RIDER_121,8,20,1,10,High,4.4,98
c46273e6,RIDER_125,9,16,0,4,High,0.4,100
e0e9d599,RIDER_072,2,16,1,8,Low,2.3,49
e1ca1a5a,RIDER_049,9,21,0,1,Medium,0.4,86
d86d1f4d,RIDER_091,5,3,1,3,High,1.7,61
f14c4bec,RIDER_037,8,2,0,2,Low,8.0,70
60f461cc,RIDER_068,7,6,1,6,Medium,2.5,61
b57ef3cc,RIDER_050,7,11,0,1,Medium,5.4,68
573c5816,RIDER_019,4,3,1,2,Medium,4.0,53
5d37c76d,RIDER_100,2,1,0,8,Medium,7.2,89
019ea042,RIDER_060,5,11,1,7,Medium,-2.2,57
741bc3c7,RIDER_089,3,13,1,1,Medium,2.8,57
ba935477,RIDER_146,9,5,1,5,Medium,9.4,86
3e391b78,RIDER_147,6,18,1,2,High,-0.6,85
57dfcd54,RIDER_069,1,15,0,5,Medium,10.8,90
46ba6bd0,RIDER_049,3,18,0,4,Low,-1.4,82
e11e40bb,RIDER_108,4,15,1,9,Medium,0.9,58
aeea88cd,RIDER_119,9,20,0,3,High,5.2,100
f9da2a5b,RIDER_149,6,20,1,6,Low,2.6,73
7c7c59bd,RIDER_150,4,20,1,10,Medium,-6.1,61
01633bcc,RIDER_037,1,7,1,9,Medium,3.6,42
a694b633,RIDER_143,8,17,0,6,High,2.5,100
e063662f,RIDER_011,2,8,1,3,High,-0.2,52
54357e8a,RIDER_138,8,13,0,2,Medium,1.0,85
9a5e9524,RIDER_078,6,16,1,3,Low,-6.2,61
7ebc7908,RIDER_077,8,10,1,1,Low,-0.2,53
64225603,RIDER_002,6,14,1,3,Low,4.9,59
50ad3dfa,RIDER_064,5,6,1,3,Medium,2.7,57
e56f86de,RIDER_035,5,20,1,4,Low,6.0,64
e899942e,RIDER_007,10,22,1,0,Medium,9.4,100
522f53ee,RIDER_085,10,7,0,1,Low,-1.3,71
37b99fbf,RIDER_146,8,6,1,7,Medium,-1.6,65
eec0d9ca,RIDER_067,7,17,0,7,High,5.8,100
0cefa61c,RIDER_042,8,21,1,7,Medium,1.4,91
ac7e0ac0,RIDER_118,8,24,1,4,High,1.3,100
cf08a402,RIDER_125,7,8,1,7,Low,12.8,71
6b1858f2,RIDER_024,2,12,1,8,Low,7.0,52
a72160b9,RIDER_046,9,4,1,3,Low,2.6,67
b4c29d2b,RIDER_019,7,10,1,3,High,4.0,84
0deced4b,RIDER_068,6,6,1,6,Medium,2.9,57
ef55c05c,RIDER_102,9,7,0,4,High,-3.3,100
129c1abe,RIDER_042,1,21,1,10,Low,3.4,50
58573440,RIDER_032,2,8,1,9,High,1.4,50
6cd9110d,RIDER_109,1,3,1,0,Medium,-0.6,34
7e54a1c8,RIDER_036,10,8,0,7,Medium,0.5,100
f97a2f02,RIDER_097,3,15,1,3,High,-3.0,66
7c035022,RIDER_131,5,21,0,7,High,-4.2,100
fa2a80bd,RIDER_073,1,1,0,1,High,-0.8,41
d115cd9e,RIDER_136,4,13,1,3,Low,-1.3,48
2b4e626e,RIDER_097,8,22,1,1,Medium,9.7,96
bfa67179,RIDER_123,6,18,0,4,High,7.6,100
009e6b84,RIDER_070,1,15,1,9,Medium,0.2,51
7bc94b44,RIDER_013,1,7,1,9,Medium,4.1,46
347472ca,RIDER_049,3,15,1,7,Low,2.0,49
7e9f9936,RIDER_060,10,3,0,10,Low,-0.1,100
1bc94e4f,RIDER_130,8,14,0,6,Medium,-1.8,100
6d92978e,RIDER_005,8,20,1,10,Medium,0.7,83
0ab594e1,RIDER_027,3,4,0,4,Low,0.1,52
7e16978f,RIDER_149,7,4,1,10,Low,1.4,51
1c894d49,RIDER_008,3,3,1,6,Medium,10.2,57
7ed703d5,RIDER_050,4,5,1,4,Medium,1.6,53
4017f7f2,RIDER_067,9,11,0,6,Low,-3.0,100
7cf58c04,RIDER_044,4,8,1,3,High,1.2,61
4ef1b39a,RIDER_125,3,2,1,3,Low,6.7,42
0ac5e0ec,RIDER_058,5,16,1,9,Medium,10.2,72
51c3a36d,RIDER_003,7,10,1,3,Low,-3.4,64
3e7025b3,RIDER_086,5,18,1,10,Medium,2.2,66
b1d1ae5c,RIDER_070,4,7,1,7,Medium,3.4,53
ae42b825,RIDER_130,8,5,1,0,Medium,6.0,76
a5ad0c8a,RIDER_002,4,7,1,9,Medium,1.3,50
b1863bb3,RIDER_102,2,21,0,4,High,2.0,96
e80e72ca,RIDER_035,10,6,1,9,Low,0.3,69
ea2a624b,RIDER_098,6,24,1,1,Medium,-3.2,76
5c4035d3,RIDER_030,2,1,1,9,Medium,5.8,42
5b66aef2,RIDER_116,3,11,0,3,High,-1.8,81
595f1057,RIDER_008,1,13,1,4,Medium,-4.3,38
5452cb07,RIDER_150,5,12,0,7,Low,0.1,100
df491b3b,RIDER_044,9,1,0,1,Medium,-4.7,63
165fcf05,RIDER_036,2,21,1,1,High,0.4,71
5801957d,RIDER_077,7,15,1,1,Low,0.2,61
10fd04e5,RIDER_031,5,1,0,7,Medium,1.6,86
dd43abdd,RIDER_047,2,3,1,2,Medium,0.1,39
0e337b9d,RIDER_055,8,15,1,4,Low,2.2,72
6b09691b,RIDER_106,6,9,1,1,Medium,9.5,75
be46c95b,RIDER_121,4,14,1,5,Low,-8.0,49
55d93ebd,RIDER_055,4,23,0,9,High,8.1,100
d5f6e28c,RIDER_144,2,22,1,5,Medium,-3.8,61
ae333f6e,RIDER_012,3,24,1,1,High,3.8,85
8663ac12,RIDER_145,7,8,1,3,Medium,7.1,72
f739e249,RIDER_144,3,22,0,10,Low,1.2,100
704cdfbd,RIDER_140,5,4,1,1,Medium,2.8,54
efd7f020,RIDER_136,10,20,0,9,Medium,4.9,100
07b25fde,RIDER_003,6,20,0,3,High,6.2,100
961b3bbf,RIDER_144,6,6,1,10,High,-2.7,67
eab385eb,RIDER_030,4,1,1,6,Medium,3.7,50
f4bb5e6d,RIDER_023,6,18,1,4,Medium,1.8,80
38042e21,RIDER_092,3,6,0,9,High,4.0,100
a4df41ac,RIDER_115,7,14,0,3,High,4.0,100
a766770d,RIDER_104,7,11,0,9,Medium,1.8,100
072400a1,RIDER_118,4,17,1,9,Medium,2.0,66
7d13e83b,RIDER_005,2,9,1,2,Medium,4.2,48
3f8f2060,RIDER_104,7,22,1,5,Medium,0.2,79
eefcf195,RIDER_108,3,7,1,1,High,5.0,64
4dbfa65e,RIDER_065,1,14,1,3,Low,-1.0,30
c56f1e2e,RIDER_121,2,17,1,7,Medium,9.9,63
393ed2b7,RIDER_030,10,8,1,1,Medium,4.0,81
70275941,RIDER_149,9,16,1,8,Medium,3.0,87
686583e0,RIDER_084,8,12,1,1,Medium,-0.3,78
c6541e75,RIDER_150,6,12,1,7,Medium,1.5,69
84ad7135,RIDER_032,6,5,1,7,Medium,3.7,60
224f98f6,RIDER_016,1,5,1,6,Medium,7.0,39
c4a67fcc,RIDER_038,2,14,1,9,Medium,-2.6,48
d1935a73,RIDER_142,4,6,0,5,High,-3.4,94
564fff49,RIDER_036,3,7,1,0,Medium,0.2,43
acae3640,RIDER_114,1,23,0,1,High,0.4,66
55954a24,RIDER_066,8,21,1,6,Low,0.2,81
385efc7b,RIDER_105,7,17,1,10,Medium,3.9,81
da25da6d,RIDER_085,4,9,1,3,Medium,2.9,56
c0eac007,RIDER_002,9,22,1,8,Medium,1.1,91
f8bad163,RIDER_075,4,13,1,2,Low,7.4,64
26631a0c,RIDER_067,1,9,0,3,Medium,11.2,67
5d81c574,RIDER_055,10,16,1,2,Medium,4.2,95
a4fe9984,RIDER_006,1,4,1,6,Low,3.8,22
aa46a250,RIDER_150,1,2,1,1,Medium,2.3,31
30c8967a,RIDER_143,1,13,1,9,Medium,-2.5,36
07c068d6,RIDER_086,4,13,0,1,High,6.0,79
4f1e0541,RIDER_060,1,19,0,1,Medium,1.1,43
23349a05,RIDER_101,2,12,1,3,Medium,1.8,42
46244990,RIDER_012,4,4,1,7,Medium,2.5,49
54cf4b60,RIDER_049,7,10,1,7,High,-2.8,78
d37bdfe5,RIDER_042,2,16,0,7,High,7.3,100
